MunicipalityCode,IndicatorColumn,Theme,Value,ValueParsed,Municipality,Province,MIIF_Category,Latitude,Longitude
DC22,PCT_SAN,Infrastructure,32.3994787700302,32.3994787700302,Umgungundlovu,KZN,B4,-29.60707672372175,30.618471395152618
DC22,PCT_ELEC,Infrastructure,47.38210036929705,47.38210036929705,Umgungundlovu,KZN,B4,-29.60707672372175,30.618471395152618
DC22,REV_PC,Finance,11.78176087226522,11.78176087226522,Umgungundlovu,KZN,B4,-29.60707672372175,30.618471395152618
DC22,GRANT_PCT,Finance,35.64740201454061,35.64740201454061,Umgungundlovu,KZN,B4,-29.60707672372175,30.618471395152618
DC22,SURPLUS_PCT,Finance,37.94644660972941,37.94644660972941,Umgungundlovu,KZN,B4,-29.60707672372175,30.618471395152618
DC22,POV_PCT,Poverty,25.60326983002546,25.60326983002546,Umgungundlovu,KZN,B4,-29.60707672372175,30.618471395152618
DC22,GINI,Poverty,43.70916671914836,43.70916671914836,Umgungundlovu,KZN,B4,-29.60707672372175,30.618471395152618
DC22,HIV_PCT,Health,19.391330907110977,19.391330907110977,Umgungundlovu,KZN,B4,-29.60707672372175,30.618471395152618
DC22,MORT_CHILD,Health,45.19641415552236,45.19641415552236,Umgungundlovu,KZN,B4,-29.60707672372175,30.618471395152618
DC22,MURDER,Safety,46.03717543062584,46.03717543062584,Umgungundlovu,KZN,B4,-29.60707672372175,30.618471395152618
DC22,CRIME,Safety,23.343197613941328,23.343197613941328,Umgungundlovu,KZN,B4,-29.60707672372175,30.618471395152618
DC22,AUDIT_CLEAN,Governance,58.806114070202355,58.806114070202355,Umgungundlovu,KZN,B4,-29.60707672372175,30.618471395152618
DC22,UNAUTH_PCT,Governance,25.952651307055078,25.952651307055078,Umgungundlovu,KZN,B4,-29.60707672372175,30.618471395152618
DC23,POP_2022,Demographics,27.679019488877493,27.679019488877493,Uthukela,KZN,B3,-30.35620573599171,31.595571476544432
DC23,POP_DENSITY,Demographics,60.5069606851551,60.5069606851551,Uthukela,KZN,B3,-30.35620573599171,31.595571476544432
DC23,POP_GROWTH_PCT,Demographics,33.65426549495119,33.65426549495119,Uthukela,KZN,B3,-30.35620573599171,31.595571476544432
DC23,PCT_WATER,Infrastructure,10.676280350609161,10.676280350609161,Uthukela,KZN,B3,-30.35620573599171,31.595571476544432
DC23,PCT_SAN,Infrastructure,18.125258765666587,18.125258765666587,Uthukela,KZN,B3,-30.35620573599171,31.595571476544432
DC23,PCT_ELEC,Infrastructure,60.53811492641239,60.53811492641239,Uthukela,KZN,B3,-30.35620573599171,31.595571476544432
DC23,REV_PC,Finance,1.569909389027238,1.569909389027238,Uthukela,KZN,B3,-30.35620573599171,31.595571476544432
DC23,GRANT_PCT,Finance,62.579822019240346,62.579822019240346,Uthukela,KZN,B3,-30.35620573599171,31.595571476544432
DC23,SURPLUS_PCT,Finance,38.89795801915421,38.89795801915421,Uthukela,KZN,B3,-30.35620573599171,31.595571476544432
DC23,POV_PCT,Poverty,16.15209339115133,16.15209339115133,Uthukela,KZN,B3,-30.35620573599171,31.595571476544432
DC23,GINI,Poverty,28.337698553946176,28.337698553946176,Uthukela,KZN,B3,-30.35620573599171,31.595571476544432
DC23,HIV_PCT,Health,19.655513177967173,19.655513177967173,Uthukela,KZN,B3,-30.35620573599171,31.595571476544432
DC23,MORT_CHILD,Health,57.32450401717057,57.32450401717057,Uthukela,KZN,B3,-30.35620573599171,31.595571476544432
DC23,MURDER,Safety,54.648556195256766,54.648556195256766,Uthukela,KZN,B3,-30.35620573599171,31.595571476544432
DC23,CRIME,Safety,5.6167773224790665,5.6167773224790665,Uthukela,KZN,B3,-30.35620573599171,31.595571476544432
DC23,AUDIT_CLEAN,Governance,31.928157629613317,31.928157629613317,Uthukela,KZN,B3,-30.35620573599171,31.595571476544432
DC23,UNAUTH_PCT,Governance,22.73628675311446,22.73628675311446,Uthukela,KZN,B3,-30.35620573599171,31.595571476544432
DC24,POP_2022,Demographics,70.8701993691874,70.8701993691874,Umzinyathi,KZN,B2,-29.66862538742643,31.240071701695804
DC24,POP_DENSITY,Demographics,17.99801763747158,17.99801763747158,Umzinyathi,KZN,B2,-29.66862538742643,31.240071701695804
DC24,POP_GROWTH_PCT,Demographics,77.08458209370028,77.08458209370028,Umzinyathi,KZN,B2,-29.66862538742643,31.240071701695804
DC24,PCT_WATER,Infrastructure,44.334105209661246,44.334105209661246,Umzinyathi,KZN,B2,-29.66862538742643,31.240071701695804
DC24,PCT_SAN,Infrastructure,21.76131187239825,21.76131187239825,Umzinyathi,KZN,B2,-29.66862538742643,31.240071701695804
DC24,PCT_ELEC,Infrastructure,31.454516319814445,31.454516319814445,Umzinyathi,KZN,B2,-29.66862538742643,31.240071701695804
DC24,REV_PC,Finance,28.967623184630988,28.967623184630988,Umzinyathi,KZN,B2,-29.66862538742643,31.240071701695804
DC24,GRANT_PCT,Finance,19.50763195968988,19.50763195968988,Umzinyathi,KZN,B2,-29.66862538742643,31.240071701695804
DC24,SURPLUS_PCT,Finance,46.89653719460751,46.89653719460751,Umzinyathi,KZN,B2,-29.66862538742643,31.240071701695804
DC24,POV_PCT,Poverty,20.441688986163133,20.441688986163133,Umzinyathi,KZN,B2,-29.66862538742643,31.240071701695804
DC24,GINI,Poverty,1.3926758252362248,1.3926758252362248,Umzinyathi,KZN,B2,-29.66862538742643,31.240071701695804
DC24,HIV_PCT,Health,37.40647058303654,37.40647058303654,Umzinyathi,KZN,B2,-29.66862538742643,31.240071701695804
DC24,MORT_CHILD,Health,8.942876071642345,8.942876071642345,Umzinyathi,KZN,B2,-29.66862538742643,31.240071701695804
DC24,MURDER,Safety,29.956782638649592,29.956782638649592,Umzinyathi,KZN,B2,-29.66862538742643,31.240071701695804
DC24,CRIME,Safety,26.817942227932882,26.817942227932882,Umzinyathi,KZN,B2,-29.66862538742643,31.240071701695804
DC24,AUDIT_CLEAN,Governance,27.575678559483716,27.575678559483716,Umzinyathi,KZN,B2,-29.66862538742643,31.240071701695804
DC24,UNAUTH_PCT,Governance,85.01926203180307,85.01926203180307,Umzinyathi,KZN,B2,-29.66862538742643,31.240071701695804
DC25,POP_2022,Demographics,51.12823134339141,51.12823134339141,Amajuba,KZN,B1,-30.672292993487098,31.463719240779092
DC25,POP_DENSITY,Demographics,54.907420179906644,54.907420179906644,Amajuba,KZN,B1,-30.672292993487098,31.463719240779092
DC25,POP_GROWTH_PCT,Demographics,14.472034073154106,14.472034073154106,Amajuba,KZN,B1,-30.672292993487098,31.463719240779092
DC25,PCT_WATER,Infrastructure,36.92073732726156,36.92073732726156,Amajuba,KZN,B1,-30.672292993487098,31.463719240779092
DC25,PCT_SAN,Infrastructure,54.30605259883024,54.30605259883024,Amajuba,KZN,B1,-30.672292993487098,31.463719240779092
DC25,PCT_ELEC,Infrastructure,29.50942174173987,29.50942174173987,Amajuba,KZN,B1,-30.672292993487098,31.463719240779092
DC25,REV_PC,Finance,68.16125687035971,68.16125687035971,Amajuba,KZN,B1,-30.672292993487098,31.463719240779092
DC25,GRANT_PCT,Finance,25.946068281979397,25.946068281979397,Amajuba,KZN,B1,-30.672292993487098,31.463719240779092
DC25,SURPLUS_PCT,Finance,44.272677282696485,44.272677282696485,Amajuba,KZN,B1,-30.672292993487098,31.463719240779092
DC25,POV_PCT,Poverty,38.27896720048883,38.27896720048883,Amajuba,KZN,B1,-30.672292993487098,31.463719240779092
DC25,GINI,Poverty,53.28641318763832,53.28641318763832,Amajuba,KZN,B1,-30.672292993487098,31.463719240779092
DC25,HIV_PCT,Health,37.19019856289148,37.19019856289148,Amajuba,KZN,B1,-30.672292993487098,31.463719240779092
DC25,MORT_CHILD,Health,44.582127458581255,44.582127458581255,Amajuba,KZN,B1,-30.672292993487098,31.463719240779092
DC25,MURDER,Safety,45.277398164440285,45.277398164440285,Amajuba,KZN,B1,-30.672292993487098,31.463719240779092
DC25,CRIME,Safety,35.312244852173976,35.312244852173976,Amajuba,KZN,B1,-30.672292993487098,31.463719240779092
DC25,AUDIT_CLEAN,Governance,59.70187736994225,59.70187736994225,Amajuba,KZN,B1,-30.672292993487098,31.463719240779092
DC25,UNAUTH_PCT,Governance,54.767767496748505,54.767767496748505,Amajuba,KZN,B1,-30.672292993487098,31.463719240779092
DC26,POP_2022,Demographics,38.227721094936655,38.227721094936655,Zululand,KZN,B3,-29.57278983089282,30.44478465779276
DC26,POP_DENSITY,Demographics,31.390833330760838,31.390833330760838,Zululand,KZN,B3,-29.57278983089282,30.44478465779276
DC26,POP_GROWTH_PCT,Demographics,55.93088061039994,55.93088061039994,Zululand,KZN,B3,-29.57278983089282,30.44478465779276
DC26,PCT_WATER,Infrastructure,35.28331512371637,35.28331512371637,Zululand,KZN,B3,-29.57278983089282,30.44478465779276
DC26,PCT_SAN,Infrastructure,33.86605424348126,33.86605424348126,Zululand,KZN,B3,-29.57278983089282,30.44478465779276
DC26,PCT_ELEC,Infrastructure,42.093800597762524,42.093800597762524,Zululand,KZN,B3,-29.57278983089282,30.44478465779276
DC26,REV_PC,Finance,73.931733659417,73.931733659417,Zululand,KZN,B3,-29.57278983089282,30.44478465779276
DC26,GRANT_PCT,Finance,13.192875839575922,13.192875839575922,Zululand,KZN,B3,-29.57278983089282,30.44478465779276
DC26,SURPLUS_PCT,Finance,55.3971378611071,55.3971378611071,Zululand,KZN,B3,-29.57278983089282,30.44478465779276
DC26,POV_PCT,Poverty,2.1365767752378986,2.1365767752378986,Zululand,KZN,B3,-29.57278983089282,30.44478465779276
DC26,GINI,Poverty,44.34546316457248,44.34546316457248,Zululand,KZN,B3,-29.57278983089282,30.44478465779276
DC26,HIV_PCT,Health,71.50165655217461,71.50165655217461,Zululand,KZN,B3,-29.57278983089282,30.44478465779276
DC26,MORT_CHILD,Health,49.77337048934614,49.77337048934614,Zululand,KZN,B3,-29.57278983089282,30.44478465779276
DC26,MURDER,Safety,43.412501570795854,43.412501570795854,Zululand,KZN,B3,-29.57278983089282,30.44478465779276
DC26,CRIME,Safety,28.79101062393849,28.79101062393849,Zululand,KZN,B3,-29.57278983089282,30.44478465779276
DC26,AUDIT_CLEAN,Governance,40.62094400977109,40.62094400977109,Zululand,KZN,B3,-29.57278983089282,30.44478465779276
DC26,UNAUTH_PCT,Governance,34.958743691932874,34.958743691932874,Zululand,KZN,B3,-29.57278983089282,30.44478465779276
DC27,POP_2022,Demographics,19.280467841372893,19.280467841372893,Umkhanyakude,KZN,B4,-30.035762403724974,31.13185860217826
DC27,POP_DENSITY,Demographics,29.202487690502604,29.202487690502604,Umkhanyakude,KZN,B4,-30.035762403724974,31.13185860217826
DC27,POP_GROWTH_PCT,Demographics,38.96762321252879,38.96762321252879,Umkhanyakude,KZN,B4,-30.035762403724974,31.13185860217826
DC27,PCT_WATER,Infrastructure,19.655658629387194,19.655658629387194,Umkhanyakude,KZN,B4,-30.035762403724974,31.13185860217826
DC27,PCT_SAN,Infrastructure,18.874363586306316,18.874363586306316,Umkhanyakude,KZN,B4,-30.035762403724974,31.13185860217826
DC27,PCT_ELEC,Infrastructure,7.795131248156512,7.795131248156512,Umkhanyakude,KZN,B4,-30.035762403724974,31.13185860217826
DC27,REV_PC,Finance,42.81450052177792,42.81450052177792,Umkhanyakude,KZN,B4,-30.035762403724974,31.13185860217826
DC27,GRANT_PCT,Finance,45.90646523934121,45.90646523934121,Umkhanyakude,KZN,B4,-30.035762403724974,31.13185860217826
DC27,SURPLUS_PCT,Finance,39.63320888473035,39.63320888473035,Umkhanyakude,KZN,B4,-30.035762403724974,31.13185860217826
DC27,POV_PCT,Poverty,54.30340985457332,54.30340985457332,Umkhanyakude,KZN,B4,-30.035762403724974,31.13185860217826
DC27,GINI,Poverty,36.757352741614554,36.757352741614554,Umkhanyakude,KZN,B4,-30.035762403724974,31.13185860217826
DC27,HIV_PCT,Health,42.840218747315134,42.840218747315134,Umkhanyakude,KZN,B4,-30.035762403724974,31.13185860217826
DC27,MORT_CHILD,Health,41.07674851275126,41.07674851275126,Umkhanyakude,KZN,B4,-30.035762403724974,31.13185860217826
DC27,MURDER,Safety,33.16919961163584,33.16919961163584,Umkhanyakude,KZN,B4,-30.035762403724974,31.13185860217826
DC27,CRIME,Safety,24.383563437407055,24.383563437407055,Umkhanyakude,KZN,B4,-30.035762403724974,31.13185860217826
DC27,AUDIT_CLEAN,Governance,79.28305231583822,79.28305231583822,Umkhanyakude,KZN,B4,-30.035762403724974,31.13185860217826
DC27,UNAUTH_PCT,Governance,25.960980402929827,25.960980402929827,Umkhanyakude,KZN,B4,-30.035762403724974,31.13185860217826
DC28,POP_2022,Demographics,11.682445777591273,11.682445777591273,King Cetshwayo,KZN,C2,-29.77376660082188,30.853914407098223
DC28,POP_DENSITY,Demographics,33.68019646900214,33.68019646900214,King Cetshwayo,KZN,C2,-29.77376660082188,30.853914407098223
DC28,POP_GROWTH_PCT,Demographics,30.037088305900102,30.037088305900102,King Cetshwayo,KZN,C2,-29.77376660082188,30.853914407098223
DC28,PCT_WATER,Infrastructure,3.0958309522065477,3.0958309522065477,King Cetshwayo,KZN,C2,-29.77376660082188,30.853914407098223
DC28,PCT_SAN,Infrastructure,47.45356509127477,47.45356509127477,King Cetshwayo,KZN,C2,-29.77376660082188,30.853914407098223
DC28,PCT_ELEC,Infrastructure,23.116108492983333,23.116108492983333,King Cetshwayo,KZN,C2,-29.77376660082188,30.853914407098223
DC28,REV_PC,Finance,2.7813780956855894,2.7813780956855894,King Cetshwayo,KZN,C2,-29.77376660082188,30.853914407098223
DC28,GRANT_PCT,Finance,48.77568228707748,48.77568228707748,King Cetshwayo,KZN,C2,-29.77376660082188,30.853914407098223
DC28,SURPLUS_PCT,Finance,37.51351143192308,37.51351143192308,King Cetshwayo,KZN,C2,-29.77376660082188,30.853914407098223
DC28,POV_PCT,Poverty,0.29083983895828425,0.29083983895828425,King Cetshwayo,KZN,C2,-29.77376660082188,30.853914407098223
DC28,GINI,Poverty,60.543656805154484,60.543656805154484,King Cetshwayo,KZN,C2,-29.77376660082188,30.853914407098223
DC28,HIV_PCT,Health,38.17594736732386,38.17594736732386,King Cetshwayo,KZN,C2,-29.77376660082188,30.853914407098223
DC28,MORT_CHILD,Health,24.79607768749908,24.79607768749908,King Cetshwayo,KZN,C2,-29.77376660082188,30.853914407098223
DC28,MURDER,Safety,56.80437611243559,56.80437611243559,King Cetshwayo,KZN,C2,-29.77376660082188,30.853914407098223
DC28,CRIME,Safety,28.185955676592812,28.185955676592812,King Cetshwayo,KZN,C2,-29.77376660082188,30.853914407098223
DC28,AUDIT_CLEAN,Governance,24.43833849791936,24.43833849791936,King Cetshwayo,KZN,C2,-29.77376660082188,30.853914407098223
DC28,UNAUTH_PCT,Governance,11.79399767956022,11.79399767956022,King Cetshwayo,KZN,C2,-29.77376660082188,30.853914407098223
DC29,POP_2022,Demographics,51.63700878614157,51.63700878614157,iLembe,KZN,B3,-29.85174413403298,30.874011310896556
DC29,POP_DENSITY,Demographics,49.5320593464796,49.5320593464796,iLembe,KZN,B3,-29.85174413403298,30.874011310896556
DC29,POP_GROWTH_PCT,Demographics,40.29360279779423,40.29360279779423,iLembe,KZN,B3,-29.85174413403298,30.874011310896556
DC29,PCT_WATER,Infrastructure,24.20027292264794,24.20027292264794,iLembe,KZN,B3,-29.85174413403298,30.874011310896556
DC29,PCT_SAN,Infrastructure,42.59859708332148,42.59859708332148,iLembe,KZN,B3,-29.85174413403298,30.874011310896556
DC29,PCT_ELEC,Infrastructure,38.604024284757244,38.604024284757244,iLembe,KZN,B3,-29.85174413403298,30.874011310896556
DC29,REV_PC,Finance,13.33051362531598,13.33051362531598,iLembe,KZN,B3,-29.85174413403298,30.874011310896556
DC29,GRANT_PCT,Finance,10.563752973516287,10.563752973516287,iLembe,KZN,B3,-29.85174413403298,30.874011310896556
DC29,SURPLUS_PCT,Finance,51.30306757619539,51.30306757619539,iLembe,KZN,B3,-29.85174413403298,30.874011310896556
DC29,POV_PCT,Poverty,12.037766301033777,12.037766301033777,iLembe,KZN,B3,-29.85174413403298,30.874011310896556
DC29,GINI,Poverty,44.1082105392252,44.1082105392252,iLembe,KZN,B3,-29.85174413403298,30.874011310896556
DC29,HIV_PCT,Health,30.43833884492351,30.43833884492351,iLembe,KZN,B3,-29.85174413403298,30.874011310896556
DC29,MORT_CHILD,Health,66.1649321375982,66.1649321375982,iLembe,KZN,B3,-29.85174413403298,30.874011310896556
DC29,MURDER,Safety,30.130635816922485,30.130635816922485,iLembe,KZN,B3,-29.85174413403298,30.874011310896556
DC29,CRIME,Safety,53.18968428503792,53.18968428503792,iLembe,KZN,B3,-29.85174413403298,30.874011310896556
DC29,AUDIT_CLEAN,Governance,32.06172317524417,32.06172317524417,iLembe,KZN,B3,-29.85174413403298,30.874011310896556
DC29,UNAUTH_PCT,Governance,42.27496306972287,42.27496306972287,iLembe,KZN,B3,-29.85174413403298,30.874011310896556
DC43,POP_2022,Demographics,64.73673061840103,64.73673061840103,Harry Gwala,KZN,B1,-29.723718743948766,31.73574598649658
DC43,POP_DENSITY,Demographics,40.7488856735084,40.7488856735084,Harry Gwala,KZN,B1,-29.723718743948766,31.73574598649658
DC43,POP_GROWTH_PCT,Demographics,69.93109768996808,69.93109768996808,Harry Gwala,KZN,B1,-29.723718743948766,31.73574598649658
DC43,PCT_WATER,Infrastructure,30.126042457870337,30.126042457870337,Harry Gwala,KZN,B1,-29.723718743948766,31.73574598649658
DC43,PCT_SAN,Infrastructure,55.89185685116758,55.89185685116758,Harry Gwala,KZN,B1,-29.723718743948766,31.73574598649658
DC43,PCT_ELEC,Infrastructure,68.45279445575706,68.45279445575706,Harry Gwala,KZN,B1,-29.723718743948766,31.73574598649658
DC43,REV_PC,Finance,63.2007498358067,63.2007498358067,Harry Gwala,KZN,B1,-29.723718743948766,31.73574598649658
DC43,GRANT_PCT,Finance,88.3288975347082,88.3288975347082,Harry Gwala,KZN,B1,-29.723718743948766,31.73574598649658
DC43,SURPLUS_PCT,Finance,34.73121365378679,34.73121365378679,Harry Gwala,KZN,B1,-29.723718743948766,31.73574598649658
DC43,POV_PCT,Poverty,22.41701497302824,22.41701497302824,Harry Gwala,KZN,B1,-29.723718743948766,31.73574598649658
DC43,GINI,Poverty,30.11329783009761,30.11329783009761,Harry Gwala,KZN,B1,-29.723718743948766,31.73574598649658
DC43,HIV_PCT,Health,63.20885133096874,63.20885133096874,Harry Gwala,KZN,B1,-29.723718743948766,31.73574598649658
DC43,MORT_CHILD,Health,59.95845868538757,59.95845868538757,Harry Gwala,KZN,B1,-29.723718743948766,31.73574598649658
DC43,MURDER,Safety,52.04513319294831,52.04513319294831,Harry Gwala,KZN,B1,-29.723718743948766,31.73574598649658
DC43,CRIME,Safety,27.5408590178574,27.5408590178574,Harry Gwala,KZN,B1,-29.723718743948766,31.73574598649658
DC43,AUDIT_CLEAN,Governance,65.33734586658122,65.33734586658122,Harry Gwala,KZN,B1,-29.723718743948766,31.73574598649658
DC43,UNAUTH_PCT,Governance,25.50590444698919,25.50590444698919,Harry Gwala,KZN,B1,-29.723718743948766,31.73574598649658
ETH,POP_2022,Demographics,53.178991647538,53.178991647538,eThekwini,KZN,C1,-31.08332922046565,30.881574867745158
ETH,POP_DENSITY,Demographics,87.1487684627973,87.1487684627973,eThekwini,KZN,C1,-31.08332922046565,30.881574867745158
ETH,POP_GROWTH_PCT,Demographics,37.32902293143101,37.32902293143101,eThekwini,KZN,C1,-31.08332922046565,30.881574867745158
ETH,PCT_WATER,Infrastructure,41.66216271315486,41.66216271315486,eThekwini,KZN,C1,-31.08332922046565,30.881574867745158
ETH,PCT_SAN,Infrastructure,20.14280462208881,20.14280462208881,eThekwini,KZN,C1,-31.08332922046565,30.881574867745158
ETH,PCT_ELEC,Infrastructure,6.204266421736328,6.204266421736328,eThekwini,KZN,C1,-31.08332922046565,30.881574867745158
ETH,REV_PC,Finance,17.945612739395553,17.945612739395553,eThekwini,KZN,C1,-31.08332922046565,30.881574867745158
ETH,GRANT_PCT,Finance,8.142095178025013,8.142095178025013,eThekwini,KZN,C1,-31.08332922046565,30.881574867745158
ETH,SURPLUS_PCT,Finance,1.0599084716996856,1.0599084716996856,eThekwini,KZN,C1,-31.08332922046565,30.881574867745158
ETH,POV_PCT,Poverty,64.44719883991299,64.44719883991299,eThekwini,KZN,C1,-31.08332922046565,30.881574867745158
ETH,GINI,Poverty,35.45725036051546,35.45725036051546,eThekwini,KZN,C1,-31.08332922046565,30.881574867745158
ETH,HIV_PCT,Health,37.593751612279675,37.593751612279675,eThekwini,KZN,C1,-31.08332922046565,30.881574867745158
ETH,MORT_CHILD,Health,23.819552696075007,23.819552696075007,eThekwini,KZN,C1,-31.08332922046565,30.881574867745158
ETH,MURDER,Safety,26.542578351131272,26.542578351131272,eThekwini,KZN,C1,-31.08332922046565,30.881574867745158
ETH,CRIME,Safety,49.291013644786666,49.291013644786666,eThekwini,KZN,C1,-31.08332922046565,30.881574867745158
ETH,AUDIT_CLEAN,Governance,29.35325762609569,29.35325762609569,eThekwini,KZN,C1,-31.08332922046565,30.881574867745158
ETH,UNAUTH_PCT,Governance,40.61387876049466,40.61387876049466,eThekwini,KZN,C1,-31.08332922046565,30.881574867745158
KZN212,POP_2022,Demographics,31.079914043099684,31.079914043099684,Umdoni,KZN,B4,-29.711743789313775,31.14799699484355
KZN212,POP_DENSITY,Demographics,28.156942185359057,28.156942185359057,Umdoni,KZN,B4,-29.711743789313775,31.14799699484355
KZN212,POP_GROWTH_PCT,Demographics,6.861716687962762,6.861716687962762,Umdoni,KZN,B4,-29.711743789313775,31.14799699484355
KZN212,PCT_WATER,Infrastructure,4.55498124734256,4.55498124734256,Umdoni,KZN,B4,-29.711743789313775,31.14799699484355
KZN212,PCT_SAN,Infrastructure,29.768761978671964,29.768761978671964,Umdoni,KZN,B4,-29.711743789313775,31.14799699484355
KZN212,PCT_ELEC,Infrastructure,36.129933839864655,36.129933839864655,Umdoni,KZN,B4,-29.711743789313775,31.14799699484355
KZN212,REV_PC,Finance,9.277399265824183,9.277399265824183,Umdoni,KZN,B4,-29.711743789313775,31.14799699484355
KZN212,GRANT_PCT,Finance,34.31050269930734,34.31050269930734,Umdoni,KZN,B4,-29.711743789313775,31.14799699484355
KZN212,SURPLUS_PCT,Finance,36.07505125981004,36.07505125981004,Umdoni,KZN,B4,-29.711743789313775,31.14799699484355
KZN212,POV_PCT,Poverty,8.120160121187581,8.120160121187581,Umdoni,KZN,B4,-29.711743789313775,31.14799699484355
KZN212,GINI,Poverty,16.697506810409976,16.697506810409976,Umdoni,KZN,B4,-29.711743789313775,31.14799699484355
KZN212,HIV_PCT,Health,43.14527787470937,43.14527787470937,Umdoni,KZN,B4,-29.711743789313775,31.14799699484355
KZN212,MORT_CHILD,Health,42.74117458791488,42.74117458791488,Umdoni,KZN,B4,-29.711743789313775,31.14799699484355
KZN212,MURDER,Safety,11.92650167200479,11.92650167200479,Umdoni,KZN,B4,-29.711743789313775,31.14799699484355
KZN212,CRIME,Safety,38.168961009994696,38.168961009994696,Umdoni,KZN,B4,-29.711743789313775,31.14799699484355
KZN212,AUDIT_CLEAN,Governance,55.44814450720944,55.44814450720944,Umdoni,KZN,B4,-29.711743789313775,31.14799699484355
KZN212,UNAUTH_PCT,Governance,50.54145917981796,50.54145917981796,Umdoni,KZN,B4,-29.711743789313775,31.14799699484355
KZN213,POP_2022,Demographics,33.094284259721306,33.094284259721306,Umzumbe,KZN,B4,-29.985957290660647,30.121639108760707
KZN213,POP_DENSITY,Demographics,25.640473733514153,25.640473733514153,Umzumbe,KZN,B4,-29.985957290660647,30.121639108760707
KZN213,POP_GROWTH_PCT,Demographics,22.41311031330991,22.41311031330991,Umzumbe,KZN,B4,-29.985957290660647,30.121639108760707
KZN213,PCT_WATER,Infrastructure,44.356395658193144,44.356395658193144,Umzumbe,KZN,B4,-29.985957290660647,30.121639108760707
KZN213,PCT_SAN,Infrastructure,38.90207946285776,38.90207946285776,Umzumbe,KZN,B4,-29.985957290660647,30.121639108760707
KZN213,PCT_ELEC,Infrastructure,47.588080122044005,47.588080122044005,Umzumbe,KZN,B4,-29.985957290660647,30.121639108760707
KZN213,REV_PC,Finance,37.63747626242304,37.63747626242304,Umzumbe,KZN,B4,-29.985957290660647,30.121639108760707
KZN213,GRANT_PCT,Finance,51.37527900694884,51.37527900694884,Umzumbe,KZN,B4,-29.985957290660647,30.121639108760707
KZN213,SURPLUS_PCT,Finance,36.891850659154,36.891850659154,Umzumbe,KZN,B4,-29.985957290660647,30.121639108760707
KZN213,POV_PCT,Poverty,50.69377432263373,50.69377432263373,Umzumbe,KZN,B4,-29.985957290660647,30.121639108760707
KZN213,GINI,Poverty,52.416455407332776,52.416455407332776,Umzumbe,KZN,B4,-29.985957290660647,30.121639108760707
KZN213,HIV_PCT,Health,18.90946739550373,18.90946739550373,Umzumbe,KZN,B4,-29.985957290660647,30.121639108760707
KZN213,MORT_CHILD,Health,1.1628809374149185,1.1628809374149185,Umzumbe,KZN,B4,-29.985957290660647,30.121639108760707
KZN213,MURDER,Safety,65.86985712029107,65.86985712029107,Umzumbe,KZN,B4,-29.985957290660647,30.121639108760707
KZN213,CRIME,Safety,40.133174614245235,40.133174614245235,Umzumbe,KZN,B4,-29.985957290660647,30.121639108760707
KZN213,AUDIT_CLEAN,Governance,0.7102820900775697,0.7102820900775697,Umzumbe,KZN,B4,-29.985957290660647,30.121639108760707
KZN213,UNAUTH_PCT,Governance,20.723610055625777,20.723610055625777,Umzumbe,KZN,B4,-29.985957290660647,30.121639108760707
KZN214,POP_2022,Demographics,75.43748584739657,75.43748584739657,uMuziwabantu,KZN,A,-29.636002258142945,31.86367510708209
KZN214,POP_DENSITY,Demographics,54.40646337734214,54.40646337734214,uMuziwabantu,KZN,A,-29.636002258142945,31.86367510708209
KZN214,POP_GROWTH_PCT,Demographics,49.758771613617455,49.758771613617455,uMuziwabantu,KZN,A,-29.636002258142945,31.86367510708209
KZN214,PCT_WATER,Infrastructure,88.01763720625934,88.01763720625934,uMuziwabantu,KZN,A,-29.636002258142945,31.86367510708209
KZN214,PCT_SAN,Infrastructure,39.05425707232379,39.05425707232379,uMuziwabantu,KZN,A,-29.636002258142945,31.86367510708209
KZN214,PCT_ELEC,Infrastructure,44.03693284490332,44.03693284490332,uMuziwabantu,KZN,A,-29.636002258142945,31.86367510708209
KZN214,REV_PC,Finance,64.22772950096535,64.22772950096535,uMuziwabantu,KZN,A,-29.636002258142945,31.86367510708209
KZN214,GRANT_PCT,Finance,67.80909864107764,67.80909864107764,uMuziwabantu,KZN,A,-29.636002258142945,31.86367510708209
KZN214,SURPLUS_PCT,Finance,69.92686068681463,69.92686068681463,uMuziwabantu,KZN,A,-29.636002258142945,31.86367510708209
KZN214,POV_PCT,Poverty,78.22476089137893,78.22476089137893,uMuziwabantu,KZN,A,-29.636002258142945,31.86367510708209
KZN214,GINI,Poverty,63.97157241363034,63.97157241363034,uMuziwabantu,KZN,A,-29.636002258142945,31.86367510708209
KZN214,HIV_PCT,Health,69.78767877876818,69.78767877876818,uMuziwabantu,KZN,A,-29.636002258142945,31.86367510708209
KZN214,MORT_CHILD,Health,54.81581481369834,54.81581481369834,uMuziwabantu,KZN,A,-29.636002258142945,31.86367510708209
KZN214,MURDER,Safety,61.253966064734286,61.253966064734286,uMuziwabantu,KZN,A,-29.636002258142945,31.86367510708209
KZN214,CRIME,Safety,62.150683601072686,62.150683601072686,uMuziwabantu,KZN,A,-29.636002258142945,31.86367510708209
KZN214,AUDIT_CLEAN,Governance,64.30196271638073,64.30196271638073,uMuziwabantu,KZN,A,-29.636002258142945,31.86367510708209
KZN214,UNAUTH_PCT,Governance,75.45079615165521,75.45079615165521,uMuziwabantu,KZN,A,-29.636002258142945,31.86367510708209
