MunicipalityCode;IndicatorID;Year;ValueRaw;ValueParsed
KZN276;SAFE_CRIME_BURGLARY_COUNT;2022/2023;121;121
KZN281;SAFE_CRIME_BURGLARY_COUNT;2022/2023;200;200
KZN282;SAFE_CRIME_BURGLARY_COUNT;2022/2023;1490;1490
KZN284;SAFE_CRIME_BURGLARY_COUNT;2022/2023;785;785
KZN285;SAFE_CRIME_BURGLARY_COUNT;2022/2023;116;116
KZN286;SAFE_CRIME_BURGLARY_COUNT;2022/2023;111;111
KZN291;SAFE_CRIME_BURGLARY_COUNT;2022/2023;401;401
KZN292;SAFE_CRIME_BURGLARY_COUNT;2022/2023;1052;1052
KZN293;SAFE_CRIME_BURGLARY_COUNT;2022/2023;284;284
KZN294;SAFE_CRIME_BURGLARY_COUNT;2022/2023;97;97
KZN433;SAFE_CRIME_BURGLARY_COUNT;2022/2023;539;539
KZN434;SAFE_CRIME_BURGLARY_COUNT;2022/2023;247;247
KZN435;SAFE_CRIME_BURGLARY_COUNT;2022/2023;383;383
LIM331;SAFE_CRIME_BURGLARY_COUNT;2022/2023;415;415
LIM332;SAFE_CRIME_BURGLARY_COUNT;2022/2023;607;607
LIM333;SAFE_CRIME_BURGLARY_COUNT;2022/2023;1259;1259
LIM334;SAFE_CRIME_BURGLARY_COUNT;2022/2023;747;747
LIM335;SAFE_CRIME_BURGLARY_COUNT;2022/2023;74;74
LIM341;SAFE_CRIME_BURGLARY_COUNT;2022/2023;326;326
LIM343;SAFE_CRIME_BURGLARY_COUNT;2022/2023;1091;1091
LIM344;SAFE_CRIME_BURGLARY_COUNT;2022/2023;1459;1459
LIM345;SAFE_CRIME_BURGLARY_COUNT;2022/2023;594;594
LIM351;SAFE_CRIME_BURGLARY_COUNT;2022/2023;225;225
LIM353;SAFE_CRIME_BURGLARY_COUNT;2022/2023;376;376
LIM354;SAFE_CRIME_BURGLARY_COUNT;2022/2023;3761;3761
LIM355;SAFE_CRIME_BURGLARY_COUNT;2022/2023;596;596
LIM361;SAFE_CRIME_BURGLARY_COUNT;2022/2023;394;394
LIM362;SAFE_CRIME_BURGLARY_COUNT;2022/2023;480;480
LIM366;SAFE_CRIME_BURGLARY_COUNT;2022/2023;349;349
LIM367;SAFE_CRIME_BURGLARY_COUNT;2022/2023;1003;1003
LIM368;SAFE_CRIME_BURGLARY_COUNT;2022/2023;520;520
LIM471;SAFE_CRIME_BURGLARY_COUNT;2022/2023;336;336
LIM472;SAFE_CRIME_BURGLARY_COUNT;2022/2023;1068;1068
LIM473;SAFE_CRIME_BURGLARY_COUNT;2022/2023;642;642
LIM476;SAFE_CRIME_BURGLARY_COUNT;2022/2023;825;825
MAN;SAFE_CRIME_BURGLARY_COUNT;2022/2023;4498;4498
MP301;SAFE_CRIME_BURGLARY_COUNT;2022/2023;884;884
MP302;SAFE_CRIME_BURGLARY_COUNT;2022/2023;753;753
MP303;SAFE_CRIME_BURGLARY_COUNT;2022/2023;687;687
MP304;SAFE_CRIME_BURGLARY_COUNT;2022/2023;437;437
MP305;SAFE_CRIME_BURGLARY_COUNT;2022/2023;744;744
MP306;SAFE_CRIME_BURGLARY_COUNT;2022/2023;321;321
MP307;SAFE_CRIME_BURGLARY_COUNT;2022/2023;1728;1728
MP311;SAFE_CRIME_BURGLARY_COUNT;2022/2023;397;397
MP312;SAFE_CRIME_BURGLARY_COUNT;2022/2023;2087;2087
MP313;SAFE_CRIME_BURGLARY_COUNT;2022/2023;544;544
MP314;SAFE_CRIME_BURGLARY_COUNT;2022/2023;414;414
MP315;SAFE_CRIME_BURGLARY_COUNT;2022/2023;1232;1232
MP316;SAFE_CRIME_BURGLARY_COUNT;2022/2023;718;718
MP321;SAFE_CRIME_BURGLARY_COUNT;2022/2023;524;524
MP324;SAFE_CRIME_BURGLARY_COUNT;2022/2023;854;854
MP325;SAFE_CRIME_BURGLARY_COUNT;2022/2023;1307;1307
NC061;SAFE_CRIME_BURGLARY_COUNT;2022/2023;85;85
NC062;SAFE_CRIME_BURGLARY_COUNT;2022/2023;403;403
NC064;SAFE_CRIME_BURGLARY_COUNT;2022/2023;69;69
NC065;SAFE_CRIME_BURGLARY_COUNT;2022/2023;136;136
NC066;SAFE_CRIME_BURGLARY_COUNT;2022/2023;55;55
NC071;SAFE_CRIME_BURGLARY_COUNT;2022/2023;178;178
NC072;SAFE_CRIME_BURGLARY_COUNT;2022/2023;240;240
NC073;SAFE_CRIME_BURGLARY_COUNT;2022/2023;370;370
NC074;SAFE_CRIME_BURGLARY_COUNT;2022/2023;108;108
NC075;SAFE_CRIME_BURGLARY_COUNT;2022/2023;89;89
NC076;SAFE_CRIME_BURGLARY_COUNT;2022/2023;27;27
NC077;SAFE_CRIME_BURGLARY_COUNT;2022/2023;169;169
NC078;SAFE_CRIME_BURGLARY_COUNT;2022/2023;318;318
NC082;SAFE_CRIME_BURGLARY_COUNT;2022/2023;622;622
NC084;SAFE_CRIME_BURGLARY_COUNT;2022/2023;90;90
NC085;SAFE_CRIME_BURGLARY_COUNT;2022/2023;221;221
NC086;SAFE_CRIME_BURGLARY_COUNT;2022/2023;122;122
NC087;SAFE_CRIME_BURGLARY_COUNT;2022/2023;942;942
NC091;SAFE_CRIME_BURGLARY_COUNT;2022/2023;2296;2296
NC092;SAFE_CRIME_BURGLARY_COUNT;2022/2023;285;285
NC093;SAFE_CRIME_BURGLARY_COUNT;2022/2023;158;158
NC094;SAFE_CRIME_BURGLARY_COUNT;2022/2023;913;913
NC451;SAFE_CRIME_BURGLARY_COUNT;2022/2023;74;74
NC452;SAFE_CRIME_BURGLARY_COUNT;2022/2023;729;729
NC453;SAFE_CRIME_BURGLARY_COUNT;2022/2023;285;285
NMA;SAFE_CRIME_BURGLARY_COUNT;2022/2023;5217;5217
NW371;SAFE_CRIME_BURGLARY_COUNT;2022/2023;232;232
NW372;SAFE_CRIME_BURGLARY_COUNT;2022/2023;2455;2455
NW373;SAFE_CRIME_BURGLARY_COUNT;2022/2023;2869;2869
NW374;SAFE_CRIME_BURGLARY_COUNT;2022/2023;285;285
NW375;SAFE_CRIME_BURGLARY_COUNT;2022/2023;708;708
NW381;SAFE_CRIME_BURGLARY_COUNT;2022/2023;315;315
NW382;SAFE_CRIME_BURGLARY_COUNT;2022/2023;459;459
NW383;SAFE_CRIME_BURGLARY_COUNT;2022/2023;1627;1627
NW384;SAFE_CRIME_BURGLARY_COUNT;2022/2023;940;940
NW385;SAFE_CRIME_BURGLARY_COUNT;2022/2023;461;461
NW392;SAFE_CRIME_BURGLARY_COUNT;2022/2023;480;480
NW393;SAFE_CRIME_BURGLARY_COUNT;2022/2023;302;302
NW394;SAFE_CRIME_BURGLARY_COUNT;2022/2023;605;605
NW396;SAFE_CRIME_BURGLARY_COUNT;2022/2023;325;325
NW397;SAFE_CRIME_BURGLARY_COUNT;2022/2023;329;329
NW403;SAFE_CRIME_BURGLARY_COUNT;2022/2023;2126;2126
NW404;SAFE_CRIME_BURGLARY_COUNT;2022/2023;570;570
TSH;SAFE_CRIME_BURGLARY_COUNT;2022/2023;13472;13472
WC011;SAFE_CRIME_BURGLARY_COUNT;2022/2023;639;639
WC012;SAFE_CRIME_BURGLARY_COUNT;2022/2023;276;276
WC013;SAFE_CRIME_BURGLARY_COUNT;2022/2023;344;344
WC014;SAFE_CRIME_BURGLARY_COUNT;2022/2023;1269;1269
WC015;SAFE_CRIME_BURGLARY_COUNT;2022/2023;731;731
WC022;SAFE_CRIME_BURGLARY_COUNT;2022/2023;755;755
WC023;SAFE_CRIME_BURGLARY_COUNT;2022/2023;1690;1690
WC024;SAFE_CRIME_BURGLARY_COUNT;2022/2023;1131;1131
WC025;SAFE_CRIME_BURGLARY_COUNT;2022/2023;1276;1276
WC026;SAFE_CRIME_BURGLARY_COUNT;2022/2023;1107;1107
WC031;SAFE_CRIME_BURGLARY_COUNT;2022/2023;1097;1097
WC032;SAFE_CRIME_BURGLARY_COUNT;2022/2023;1065;1065
WC033;SAFE_CRIME_BURGLARY_COUNT;2022/2023;548;548
WC034;SAFE_CRIME_BURGLARY_COUNT;2022/2023;275;275
WC041;SAFE_CRIME_BURGLARY_COUNT;2022/2023;243;243
WC042;SAFE_CRIME_BURGLARY_COUNT;2022/2023;417;417
WC043;SAFE_CRIME_BURGLARY_COUNT;2022/2023;1029;1029
WC044;SAFE_CRIME_BURGLARY_COUNT;2022/2023;1658;1658
WC045;SAFE_CRIME_BURGLARY_COUNT;2022/2023;712;712
WC047;SAFE_CRIME_BURGLARY_COUNT;2022/2023;522;522
WC048;SAFE_CRIME_BURGLARY_COUNT;2022/2023;642;642
WC051;SAFE_CRIME_BURGLARY_COUNT;2022/2023;97;97
WC052;SAFE_CRIME_BURGLARY_COUNT;2022/2023;142;142
WC053;SAFE_CRIME_BURGLARY_COUNT;2022/2023;400;400
BUF;SAFE_CRIME_THEFT_COUNT;2022/2023;9354;9354
CPT;SAFE_CRIME_THEFT_COUNT;2022/2023;66604;66604
EC101;SAFE_CRIME_THEFT_COUNT;2022/2023;1376;1376
EC102;SAFE_CRIME_THEFT_COUNT;2022/2023;346;346
EC104;SAFE_CRIME_THEFT_COUNT;2022/2023;963;963
EC105;SAFE_CRIME_THEFT_COUNT;2022/2023;943;943
EC106;SAFE_CRIME_THEFT_COUNT;2022/2023;757;757
EC108;SAFE_CRIME_THEFT_COUNT;2022/2023;1178;1178
EC109;SAFE_CRIME_THEFT_COUNT;2022/2023;536;536
EC121;SAFE_CRIME_THEFT_COUNT;2022/2023;519;519
EC122;SAFE_CRIME_THEFT_COUNT;2022/2023;875;875
EC123;SAFE_CRIME_THEFT_COUNT;2022/2023;251;251
EC124;SAFE_CRIME_THEFT_COUNT;2022/2023;799;799
EC126;SAFE_CRIME_THEFT_COUNT;2022/2023;291;291
EC129;SAFE_CRIME_THEFT_COUNT;2022/2023;1246;1246
EC131;SAFE_CRIME_THEFT_COUNT;2022/2023;949;949
EC135;SAFE_CRIME_THEFT_COUNT;2022/2023;290;290
EC137;SAFE_CRIME_THEFT_COUNT;2022/2023;367;367
EC138;SAFE_CRIME_THEFT_COUNT;2022/2023;299;299
EC139;SAFE_CRIME_THEFT_COUNT;2022/2023;1863;1863
EC141;SAFE_CRIME_THEFT_COUNT;2022/2023;773;773
EC142;SAFE_CRIME_THEFT_COUNT;2022/2023;677;677
EC145;SAFE_CRIME_THEFT_COUNT;2022/2023;857;857
EC153;SAFE_CRIME_THEFT_COUNT;2022/2023;661;661
EC154;SAFE_CRIME_THEFT_COUNT;2022/2023;65;65
EC155;SAFE_CRIME_THEFT_COUNT;2022/2023;560;560
EC156;SAFE_CRIME_THEFT_COUNT;2022/2023;1094;1094
EC157;SAFE_CRIME_THEFT_COUNT;2022/2023;2723;2723
EC441;SAFE_CRIME_THEFT_COUNT;2022/2023;531;531
EC442;SAFE_CRIME_THEFT_COUNT;2022/2023;686;686
EC444;SAFE_CRIME_THEFT_COUNT;2022/2023;179;179
EKU;SAFE_CRIME_THEFT_COUNT;2022/2023;28722;28722
ETH;SAFE_CRIME_THEFT_COUNT;2022/2023;33379;33379
FS161;SAFE_CRIME_THEFT_COUNT;2022/2023;257;257
FS162;SAFE_CRIME_THEFT_COUNT;2022/2023;426;426
FS163;SAFE_CRIME_THEFT_COUNT;2022/2023;288;288
FS181;SAFE_CRIME_THEFT_COUNT;2022/2023;650;650
FS182;SAFE_CRIME_THEFT_COUNT;2022/2023;208;208
FS183;SAFE_CRIME_THEFT_COUNT;2022/2023;337;337
FS184;SAFE_CRIME_THEFT_COUNT;2022/2023;4375;4375
FS185;SAFE_CRIME_THEFT_COUNT;2022/2023;547;547
FS191;SAFE_CRIME_THEFT_COUNT;2022/2023;797;797
FS192;SAFE_CRIME_THEFT_COUNT;2022/2023;970;970
FS193;SAFE_CRIME_THEFT_COUNT;2022/2023;349;349
FS194;SAFE_CRIME_THEFT_COUNT;2022/2023;2275;2275
FS195;SAFE_CRIME_THEFT_COUNT;2022/2023;439;439
FS196;SAFE_CRIME_THEFT_COUNT;2022/2023;420;420
FS201;SAFE_CRIME_THEFT_COUNT;2022/2023;1865;1865
FS203;SAFE_CRIME_THEFT_COUNT;2022/2023;1214;1214
FS204;SAFE_CRIME_THEFT_COUNT;2022/2023;1437;1437
FS205;SAFE_CRIME_THEFT_COUNT;2022/2023;493;493
GT421;SAFE_CRIME_THEFT_COUNT;2022/2023;4455;4455
GT422;SAFE_CRIME_THEFT_COUNT;2022/2023;1151;1151
GT423;SAFE_CRIME_THEFT_COUNT;2022/2023;874;874
GT481;SAFE_CRIME_THEFT_COUNT;2022/2023;3757;3757
GT484;SAFE_CRIME_THEFT_COUNT;2022/2023;1840;1840
GT485;SAFE_CRIME_THEFT_COUNT;2022/2023;2924;2924
JHB;SAFE_CRIME_THEFT_COUNT;2022/2023;49770;49770
KZN212;SAFE_CRIME_THEFT_COUNT;2022/2023;602;602
KZN213;SAFE_CRIME_THEFT_COUNT;2022/2023;166;166
KZN214;SAFE_CRIME_THEFT_COUNT;2022/2023;171;171
KZN216;SAFE_CRIME_THEFT_COUNT;2022/2023;2677;2677
KZN221;SAFE_CRIME_THEFT_COUNT;2022/2023;329;329
KZN222;SAFE_CRIME_THEFT_COUNT;2022/2023;746;746
KZN223;SAFE_CRIME_THEFT_COUNT;2022/2023;199;199
KZN224;SAFE_CRIME_THEFT_COUNT;2022/2023;305;305
KZN226;SAFE_CRIME_THEFT_COUNT;2022/2023;265;265
KZN227;SAFE_CRIME_THEFT_COUNT;2022/2023;248;248
KZN235;SAFE_CRIME_THEFT_COUNT;2022/2023;636;636
KZN237;SAFE_CRIME_THEFT_COUNT;2022/2023;1181;1181
KZN238;SAFE_CRIME_THEFT_COUNT;2022/2023;2490;2490
KZN241;SAFE_CRIME_THEFT_COUNT;2022/2023;846;846
KZN242;SAFE_CRIME_THEFT_COUNT;2022/2023;256;256
KZN244;SAFE_CRIME_THEFT_COUNT;2022/2023;322;322
KZN245;SAFE_CRIME_THEFT_COUNT;2022/2023;535;535
KZN252;SAFE_CRIME_THEFT_COUNT;2022/2023;2603;2603
KZN253;SAFE_CRIME_THEFT_COUNT;2022/2023;399;399
KZN254;SAFE_CRIME_THEFT_COUNT;2022/2023;422;422
KZN261;SAFE_CRIME_THEFT_COUNT;2022/2023;270;270
KZN262;SAFE_CRIME_THEFT_COUNT;2022/2023;426;426
KZN263;SAFE_CRIME_THEFT_COUNT;2022/2023;1510;1510
KZN265;SAFE_CRIME_THEFT_COUNT;2022/2023;276;276
KZN266;SAFE_CRIME_THEFT_COUNT;2022/2023;583;583
KZN271;SAFE_CRIME_THEFT_COUNT;2022/2023;179;179
KZN272;SAFE_CRIME_THEFT_COUNT;2022/2023;394;394
KZN275;SAFE_CRIME_THEFT_COUNT;2022/2023;628;628
KZN276;SAFE_CRIME_THEFT_COUNT;2022/2023;184;184
KZN281;SAFE_CRIME_THEFT_COUNT;2022/2023;382;382
KZN282;SAFE_CRIME_THEFT_COUNT;2022/2023;3600;3600
KZN284;SAFE_CRIME_THEFT_COUNT;2022/2023;979;979
KZN285;SAFE_CRIME_THEFT_COUNT;2022/2023;113;113
KZN286;SAFE_CRIME_THEFT_COUNT;2022/2023;192;192
KZN291;SAFE_CRIME_THEFT_COUNT;2022/2023;482;482
KZN292;SAFE_CRIME_THEFT_COUNT;2022/2023;1970;1970
KZN293;SAFE_CRIME_THEFT_COUNT;2022/2023;311;311
KZN294;SAFE_CRIME_THEFT_COUNT;2022/2023;180;180
KZN433;SAFE_CRIME_THEFT_COUNT;2022/2023;741;741
KZN434;SAFE_CRIME_THEFT_COUNT;2022/2023;353;353
KZN435;SAFE_CRIME_THEFT_COUNT;2022/2023;565;565
LIM331;SAFE_CRIME_THEFT_COUNT;2022/2023;473;473
LIM332;SAFE_CRIME_THEFT_COUNT;2022/2023;699;699
LIM333;SAFE_CRIME_THEFT_COUNT;2022/2023;2125;2125
LIM334;SAFE_CRIME_THEFT_COUNT;2022/2023;840;840
LIM335;SAFE_CRIME_THEFT_COUNT;2022/2023;175;175
LIM341;SAFE_CRIME_THEFT_COUNT;2022/2023;835;835
LIM343;SAFE_CRIME_THEFT_COUNT;2022/2023;1737;1737
LIM344;SAFE_CRIME_THEFT_COUNT;2022/2023;1865;1865
LIM345;SAFE_CRIME_THEFT_COUNT;2022/2023;522;522
LIM351;SAFE_CRIME_THEFT_COUNT;2022/2023;358;358
LIM353;SAFE_CRIME_THEFT_COUNT;2022/2023;346;346
LIM354;SAFE_CRIME_THEFT_COUNT;2022/2023;5476;5476
LIM355;SAFE_CRIME_THEFT_COUNT;2022/2023;1128;1128
LIM361;SAFE_CRIME_THEFT_COUNT;2022/2023;711;711
LIM362;SAFE_CRIME_THEFT_COUNT;2022/2023;993;993
LIM366;SAFE_CRIME_THEFT_COUNT;2022/2023;555;555
LIM367;SAFE_CRIME_THEFT_COUNT;2022/2023;2110;2110
LIM368;SAFE_CRIME_THEFT_COUNT;2022/2023;946;946
LIM471;SAFE_CRIME_THEFT_COUNT;2022/2023;503;503
LIM472;SAFE_CRIME_THEFT_COUNT;2022/2023;1877;1877
LIM473;SAFE_CRIME_THEFT_COUNT;2022/2023;1122;1122
LIM476;SAFE_CRIME_THEFT_COUNT;2022/2023;1751;1751
MAN;SAFE_CRIME_THEFT_COUNT;2022/2023;9537;9537
MP301;SAFE_CRIME_THEFT_COUNT;2022/2023;909;909
MP302;SAFE_CRIME_THEFT_COUNT;2022/2023;1040;1040
MP303;SAFE_CRIME_THEFT_COUNT;2022/2023;894;894
MP304;SAFE_CRIME_THEFT_COUNT;2022/2023;848;848
MP305;SAFE_CRIME_THEFT_COUNT;2022/2023;912;912
MP306;SAFE_CRIME_THEFT_COUNT;2022/2023;352;352
MP307;SAFE_CRIME_THEFT_COUNT;2022/2023;2690;2690
MP311;SAFE_CRIME_THEFT_COUNT;2022/2023;756;756
MP312;SAFE_CRIME_THEFT_COUNT;2022/2023;3934;3934
MP313;SAFE_CRIME_THEFT_COUNT;2022/2023;909;909
MP314;SAFE_CRIME_THEFT_COUNT;2022/2023;591;591
MP315;SAFE_CRIME_THEFT_COUNT;2022/2023;1404;1404
MP316;SAFE_CRIME_THEFT_COUNT;2022/2023;931;931
MP321;SAFE_CRIME_THEFT_COUNT;2022/2023;757;757
MP324;SAFE_CRIME_THEFT_COUNT;2022/2023;955;955
MP325;SAFE_CRIME_THEFT_COUNT;2022/2023;1283;1283
NC061;SAFE_CRIME_THEFT_COUNT;2022/2023;122;122
NC062;SAFE_CRIME_THEFT_COUNT;2022/2023;541;541
NC064;SAFE_CRIME_THEFT_COUNT;2022/2023;64;64
NC065;SAFE_CRIME_THEFT_COUNT;2022/2023;169;169
NC066;SAFE_CRIME_THEFT_COUNT;2022/2023;77;77
NC071;SAFE_CRIME_THEFT_COUNT;2022/2023;215;215
NC072;SAFE_CRIME_THEFT_COUNT;2022/2023;390;390
NC073;SAFE_CRIME_THEFT_COUNT;2022/2023;524;524
NC074;SAFE_CRIME_THEFT_COUNT;2022/2023;189;189
NC075;SAFE_CRIME_THEFT_COUNT;2022/2023;67;67
NC076;SAFE_CRIME_THEFT_COUNT;2022/2023;31;31
NC077;SAFE_CRIME_THEFT_COUNT;2022/2023;187;187
NC078;SAFE_CRIME_THEFT_COUNT;2022/2023;413;413
NC082;SAFE_CRIME_THEFT_COUNT;2022/2023;811;811
NC084;SAFE_CRIME_THEFT_COUNT;2022/2023;131;131
NC085;SAFE_CRIME_THEFT_COUNT;2022/2023;347;347
NC086;SAFE_CRIME_THEFT_COUNT;2022/2023;110;110
NC087;SAFE_CRIME_THEFT_COUNT;2022/2023;1316;1316
NC091;SAFE_CRIME_THEFT_COUNT;2022/2023;4227;4227
NC092;SAFE_CRIME_THEFT_COUNT;2022/2023;448;448
NC093;SAFE_CRIME_THEFT_COUNT;2022/2023;277;277
NC094;SAFE_CRIME_THEFT_COUNT;2022/2023;834;834
NC451;SAFE_CRIME_THEFT_COUNT;2022/2023;88;88
NC452;SAFE_CRIME_THEFT_COUNT;2022/2023;1256;1256
NC453;SAFE_CRIME_THEFT_COUNT;2022/2023;468;468
NMA;SAFE_CRIME_THEFT_COUNT;2022/2023;12722;12722
NW371;SAFE_CRIME_THEFT_COUNT;2022/2023;295;295
NW372;SAFE_CRIME_THEFT_COUNT;2022/2023;4137;4137
NW373;SAFE_CRIME_THEFT_COUNT;2022/2023;5553;5553
NW374;SAFE_CRIME_THEFT_COUNT;2022/2023;308;308
NW375;SAFE_CRIME_THEFT_COUNT;2022/2023;907;907
NW381;SAFE_CRIME_THEFT_COUNT;2022/2023;514;514
NW382;SAFE_CRIME_THEFT_COUNT;2022/2023;411;411
NW383;SAFE_CRIME_THEFT_COUNT;2022/2023;2985;2985
NW384;SAFE_CRIME_THEFT_COUNT;2022/2023;1301;1301
NW385;SAFE_CRIME_THEFT_COUNT;2022/2023;669;669
NW392;SAFE_CRIME_THEFT_COUNT;2022/2023;640;640
NW393;SAFE_CRIME_THEFT_COUNT;2022/2023;323;323
NW394;SAFE_CRIME_THEFT_COUNT;2022/2023;768;768
NW396;SAFE_CRIME_THEFT_COUNT;2022/2023;468;468
NW397;SAFE_CRIME_THEFT_COUNT;2022/2023;662;662
NW403;SAFE_CRIME_THEFT_COUNT;2022/2023;3209;3209
NW404;SAFE_CRIME_THEFT_COUNT;2022/2023;784;784
TSH;SAFE_CRIME_THEFT_COUNT;2022/2023;40686;40686
WC011;SAFE_CRIME_THEFT_COUNT;2022/2023;1042;1042
WC012;SAFE_CRIME_THEFT_COUNT;2022/2023;563;563
WC013;SAFE_CRIME_THEFT_COUNT;2022/2023;583;583
WC014;SAFE_CRIME_THEFT_COUNT;2022/2023;1699;1699
WC015;SAFE_CRIME_THEFT_COUNT;2022/2023;1456;1456
WC022;SAFE_CRIME_THEFT_COUNT;2022/2023;1292;1292
WC023;SAFE_CRIME_THEFT_COUNT;2022/2023;5090;5090
WC024;SAFE_CRIME_THEFT_COUNT;2022/2023;4237;4237
WC025;SAFE_CRIME_THEFT_COUNT;2022/2023;2886;2886
WC026;SAFE_CRIME_THEFT_COUNT;2022/2023;1692;1692
WC031;SAFE_CRIME_THEFT_COUNT;2022/2023;1712;1712
WC032;SAFE_CRIME_THEFT_COUNT;2022/2023;1370;1370
WC033;SAFE_CRIME_THEFT_COUNT;2022/2023;602;602
WC034;SAFE_CRIME_THEFT_COUNT;2022/2023;642;642
WC041;SAFE_CRIME_THEFT_COUNT;2022/2023;363;363
WC042;SAFE_CRIME_THEFT_COUNT;2022/2023;862;862
WC043;SAFE_CRIME_THEFT_COUNT;2022/2023;1842;1842
WC044;SAFE_CRIME_THEFT_COUNT;2022/2023;3125;3125
WC045;SAFE_CRIME_THEFT_COUNT;2022/2023;1652;1652
WC047;SAFE_CRIME_THEFT_COUNT;2022/2023;693;693
WC048;SAFE_CRIME_THEFT_COUNT;2022/2023;1298;1298
WC051;SAFE_CRIME_THEFT_COUNT;2022/2023;180;180
WC052;SAFE_CRIME_THEFT_COUNT;2022/2023;317;317
WC053;SAFE_CRIME_THEFT_COUNT;2022/2023;1053;1053
BUF;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;1093;1093
CPT;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;44493;44493
EC101;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;316;316
EC102;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;283;283
EC104;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;140;140
EC105;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;280;280
EC106;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;96;96
EC108;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;941;941
EC109;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;488;488
EC121;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;161;161
EC122;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;106;106
EC123;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;19;19
EC124;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;106;106
EC126;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;31;31
EC129;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;275;275
EC131;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;440;440
EC135;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;67;67
EC137;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;74;74
EC138;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;21;21
EC139;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;397;397
EC141;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;214;214
EC142;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;96;96
EC145;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;117;117
EC153;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;243;243
EC154;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;126;126
EC155;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;121;121
EC156;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;124;124
EC157;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;274;274
EC441;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;72;72
EC442;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;126;126
EC444;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;10;10
EKU;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;9159;9159
ETH;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;11552;11552
FS161;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;79;79
FS162;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;78;78
FS163;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;49;49
FS181;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;49;49
FS182;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;39;39
FS183;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;107;107
FS184;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;566;566
FS185;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;152;152
FS191;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;176;176
FS192;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;256;256
FS193;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;108;108
FS194;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;328;328
FS195;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;46;46
FS196;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;103;103
FS201;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;352;352
FS203;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;280;280
FS204;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;194;194
FS205;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;105;105
GT421;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;2580;2580
GT422;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;643;643
GT423;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;346;346
GT481;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;1538;1538
GT484;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;1051;1051
GT485;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;791;791
JHB;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;10842;10842
KZN212;SAFE_CRIME_DRUG_RELATED_COUNT;2022/2023;180;180
