MunicipalityCode,IndicatorColumn,Theme,Value,ValueParsed
GT481,POV_PCT,Poverty,69.54070254452915,69.54070254452915
GT481,GINI,Poverty,59.98873805754082,59.98873805754082
GT481,HIV_PCT,Health,60.793870531951235,60.793870531951235
GT481,MORT_CHILD,Health,79.21468615188928,79.21468615188928
GT481,MURDER,Safety,20.943689399035037,20.943689399035037
GT481,CRIME,Safety,20.523322602820727,20.523322602820727
GT481,AUDIT_CLEAN,Governance,65.4760769064704,65.4760769064704
GT481,UNAUTH_PCT,Governance,59.857662897429684,59.857662897429684
GT484,POP_2022,Demographics,43.40353886383865,43.40353886383865
GT484,POP_DENSITY,Demographics,30.757458496551088,30.757458496551088
GT484,POP_GROWTH_PCT,Demographics,53.287073484798626,53.287073484798626
GT484,PCT_WATER,Infrastructure,58.652776859822396,58.652776859822396
GT484,PCT_SAN,Infrastructure,49.679645879030545,49.679645879030545
GT484,PCT_ELEC,Infrastructure,34.78343083190833,34.78343083190833
GT484,REV_PC,Finance,2.1537877522880606,2.1537877522880606
GT484,GRANT_PCT,Finance,55.384724160742564,55.384724160742564
GT484,SURPLUS_PCT,Finance,64.43457332435186,64.43457332435186
GT484,POV_PCT,Poverty,52.8911682396796,52.8911682396796
GT484,GINI,Poverty,22.40715145264987,22.40715145264987
GT484,HIV_PCT,Health,53.475887873355155,53.475887873355155
GT484,MORT_CHILD,Health,57.210594159228904,57.210594159228904
GT484,MURDER,Safety,71.17632495598171,71.17632495598171
GT484,CRIME,Safety,22.47780151544085,22.47780151544085
GT484,AUDIT_CLEAN,Governance,35.470908309117235,35.470908309117235
GT484,UNAUTH_PCT,Governance,54.945441022869105,54.945441022869105
GT485,POP_2022,Demographics,31.148201428763155,31.148201428763155
GT485,POP_DENSITY,Demographics,7.653447958974503,7.653447958974503
GT485,POP_GROWTH_PCT,Demographics,38.292325700534064,38.292325700534064
GT485,PCT_WATER,Infrastructure,41.573232676303334,41.573232676303334
GT485,PCT_SAN,Infrastructure,31.75925792662004,31.75925792662004
GT485,PCT_ELEC,Infrastructure,34.391698543598885,34.391698543598885
GT485,REV_PC,Finance,24.825881966285397,24.825881966285397
GT485,GRANT_PCT,Finance,59.565578714321184,59.565578714321184
GT485,SURPLUS_PCT,Finance,11.986156325746467,11.986156325746467
GT485,POV_PCT,Poverty,18.25358474472442,18.25358474472442
GT485,GINI,Poverty,30.21971027055051,30.21971027055051
GT485,HIV_PCT,Health,47.57908055401785,47.57908055401785
GT485,MORT_CHILD,Health,0.052536598109263366,0.052536598109263366
GT485,MURDER,Safety,3.794065004691216,3.794065004691216
GT485,CRIME,Safety,10.754570154694356,10.754570154694356
GT485,AUDIT_CLEAN,Governance,30.653904505065416,30.653904505065416
GT485,UNAUTH_PCT,Governance,7.633883655869123,7.633883655869123
JHB,POP_2022,Demographics,42.308997799641666,42.308997799641666
JHB,POP_DENSITY,Demographics,63.227563797834165,63.227563797834165
JHB,POP_GROWTH_PCT,Demographics,37.16914558434307,37.16914558434307
JHB,PCT_WATER,Infrastructure,54.625640454867295,54.625640454867295
JHB,PCT_SAN,Infrastructure,44.01324184496556,44.01324184496556
JHB,PCT_ELEC,Infrastructure,63.44228630192873,63.44228630192873
JHB,REV_PC,Finance,59.50256134696018,59.50256134696018
JHB,GRANT_PCT,Finance,36.1613260765078,36.1613260765078
JHB,SURPLUS_PCT,Finance,46.62696493199095,46.62696493199095
JHB,POV_PCT,Poverty,70.8748679544099,70.8748679544099
JHB,GINI,Poverty,57.86753740508194,57.86753740508194
JHB,HIV_PCT,Health,22.06075884497737,22.06075884497737
JHB,MORT_CHILD,Health,63.112361223427655,63.112361223427655
JHB,MURDER,Safety,28.307787551275236,28.307787551275236
JHB,CRIME,Safety,78.25026139922012,78.25026139922012
JHB,AUDIT_CLEAN,Governance,70.4819767968205,70.4819767968205
JHB,UNAUTH_PCT,Governance,55.797709518368016,55.797709518368016
TSH,POP_2022,Demographics,43.14465686872387,43.14465686872387
TSH,POP_DENSITY,Demographics,35.8193548794516,35.8193548794516
TSH,POP_GROWTH_PCT,Demographics,53.57047902800056,53.57047902800056
TSH,PCT_WATER,Infrastructure,32.584436610758765,32.584436610758765
TSH,PCT_SAN,Infrastructure,44.71139741279788,44.71139741279788
TSH,PCT_ELEC,Infrastructure,57.43868733038902,57.43868733038902
TSH,REV_PC,Finance,28.763869129488207,28.763869129488207
TSH,GRANT_PCT,Finance,27.67614520018611,27.67614520018611
TSH,SURPLUS_PCT,Finance,16.11269038551082,16.11269038551082
TSH,POV_PCT,Poverty,18.710545077476553,18.710545077476553
TSH,GINI,Poverty,3.432093771169953,3.432093771169953
TSH,HIV_PCT,Health,54.596575780310594,54.596575780310594
TSH,MORT_CHILD,Health,76.17829084165541,76.17829084165541
TSH,MURDER,Safety,68.50657886940611,68.50657886940611
TSH,CRIME,Safety,7.47831022746967,7.47831022746967
TSH,AUDIT_CLEAN,Governance,54.497093431124,54.497093431124
TSH,UNAUTH_PCT,Governance,68.44212699847112,68.44212699847112
DC21,POP_2022,Demographics,50.86380038522672,50.86380038522672
DC21,POP_DENSITY,Demographics,62.02894861300099,62.02894861300099
DC21,POP_GROWTH_PCT,Demographics,19.842138983906594,19.842138983906594
DC21,PCT_WATER,Infrastructure,65.33472335953283,65.33472335953283
DC21,PCT_SAN,Infrastructure,38.72880541130565,38.72880541130565
DC21,PCT_ELEC,Infrastructure,63.99270035823029,63.99270035823029
DC21,REV_PC,Finance,28.775941556222392,28.775941556222392
DC21,GRANT_PCT,Finance,70.85716448955192,70.85716448955192
DC21,SURPLUS_PCT,Finance,80.4902535085338,80.4902535085338
DC21,POV_PCT,Poverty,44.33640276569665,44.33640276569665
DC21,GINI,Poverty,37.26154837179131,37.26154837179131
DC21,HIV_PCT,Health,16.87953914900038,16.87953914900038
DC21,MORT_CHILD,Health,54.67172931849646,54.67172931849646
DC21,MURDER,Safety,48.3681213143679,48.3681213143679
DC21,CRIME,Safety,28.979611753038906,28.979611753038906
DC21,AUDIT_CLEAN,Governance,69.06037512624343,69.06037512624343
DC21,UNAUTH_PCT,Governance,51.00059236270702,51.00059236270702
DC22,POP_2022,Demographics,13.485280827095352,13.485280827095352
DC22,POP_DENSITY,Demographics,23.90855188719106,23.90855188719106
DC22,POP_GROWTH_PCT,Demographics,56.42609077859231,56.42609077859231
DC22,PCT_WATER,Infrastructure,47.058738875104446,47.058738875104446
DC22,PCT_SAN,Infrastructure,32.3994787700302,32.3994787700302
DC22,PCT_ELEC,Infrastructure,47.38210036929705,47.38210036929705
DC22,REV_PC,Finance,11.78176087226522,11.78176087226522
DC22,GRANT_PCT,Finance,35.64740201454061,35.64740201454061
DC22,SURPLUS_PCT,Finance,37.94644660972941,37.94644660972941
DC22,POV_PCT,Poverty,25.60326983002546,25.60326983002546
DC22,GINI,Poverty,43.70916671914836,43.70916671914836
DC22,HIV_PCT,Health,19.391330907110977,19.391330907110977
DC22,MORT_CHILD,Health,45.19641415552236,45.19641415552236
DC22,MURDER,Safety,46.03717543062584,46.03717543062584
DC22,CRIME,Safety,23.343197613941328,23.343197613941328
DC22,AUDIT_CLEAN,Governance,58.806114070202355,58.806114070202355
DC22,UNAUTH_PCT,Governance,25.952651307055078,25.952651307055078
DC23,POP_2022,Demographics,27.679019488877493,27.679019488877493
DC23,POP_DENSITY,Demographics,60.5069606851551,60.5069606851551
DC23,POP_GROWTH_PCT,Demographics,33.65426549495119,33.65426549495119
DC23,PCT_WATER,Infrastructure,10.676280350609161,10.676280350609161
DC23,PCT_SAN,Infrastructure,18.125258765666587,18.125258765666587
DC23,PCT_ELEC,Infrastructure,60.53811492641239,60.53811492641239
DC23,REV_PC,Finance,1.569909389027238,1.569909389027238
DC23,GRANT_PCT,Finance,62.579822019240346,62.579822019240346
DC23,SURPLUS_PCT,Finance,38.89795801915421,38.89795801915421
DC23,POV_PCT,Poverty,16.15209339115133,16.15209339115133
DC23,GINI,Poverty,28.337698553946176,28.337698553946176
DC23,HIV_PCT,Health,19.655513177967173,19.655513177967173
DC23,MORT_CHILD,Health,57.32450401717057,57.32450401717057
DC23,MURDER,Safety,54.648556195256766,54.648556195256766
DC23,CRIME,Safety,5.6167773224790665,5.6167773224790665
DC23,AUDIT_CLEAN,Governance,31.928157629613317,31.928157629613317
DC23,UNAUTH_PCT,Governance,22.73628675311446,22.73628675311446
DC24,POP_2022,Demographics,70.8701993691874,70.8701993691874
DC24,POP_DENSITY,Demographics,17.99801763747158,17.99801763747158
DC24,POP_GROWTH_PCT,Demographics,77.08458209370028,77.08458209370028
DC24,PCT_WATER,Infrastructure,44.334105209661246,44.334105209661246
DC24,PCT_SAN,Infrastructure,21.76131187239825,21.76131187239825
DC24,PCT_ELEC,Infrastructure,31.454516319814445,31.454516319814445
DC24,REV_PC,Finance,28.967623184630988,28.967623184630988
DC24,GRANT_PCT,Finance,19.50763195968988,19.50763195968988
DC24,SURPLUS_PCT,Finance,46.89653719460751,46.89653719460751
DC24,POV_PCT,Poverty,20.441688986163133,20.441688986163133
DC24,GINI,Poverty,1.3926758252362248,1.3926758252362248
DC24,HIV_PCT,Health,37.40647058303654,37.40647058303654
DC24,MORT_CHILD,Health,8.942876071642345,8.942876071642345
DC24,MURDER,Safety,29.956782638649592,29.956782638649592
DC24,CRIME,Safety,26.817942227932882,26.817942227932882
DC24,AUDIT_CLEAN,Governance,27.575678559483716,27.575678559483716
DC24,UNAUTH_PCT,Governance,85.01926203180307,85.01926203180307
DC25,POP_2022,Demographics,51.12823134339141,51.12823134339141
DC25,POP_DENSITY,Demographics,54.907420179906644,54.907420179906644
DC25,POP_GROWTH_PCT,Demographics,14.472034073154106,14.472034073154106
DC25,PCT_WATER,Infrastructure,36.92073732726156,36.92073732726156
DC25,PCT_SAN,Infrastructure,54.30605259883024,54.30605259883024
DC25,PCT_ELEC,Infrastructure,29.50942174173987,29.50942174173987
DC25,REV_PC,Finance,68.16125687035971,68.16125687035971
DC25,GRANT_PCT,Finance,25.946068281979397,25.946068281979397
DC25,SURPLUS_PCT,Finance,44.272677282696485,44.272677282696485
DC25,POV_PCT,Poverty,38.27896720048883,38.27896720048883
DC25,GINI,Poverty,53.28641318763832,53.28641318763832
DC25,HIV_PCT,Health,37.19019856289148,37.19019856289148
DC25,MORT_CHILD,Health,44.582127458581255,44.582127458581255
DC25,MURDER,Safety,45.277398164440285,45.277398164440285
DC25,CRIME,Safety,35.312244852173976,35.312244852173976
DC25,AUDIT_CLEAN,Governance,59.70187736994225,59.70187736994225
DC25,UNAUTH_PCT,Governance,54.767767496748505,54.767767496748505
DC26,POP_2022,Demographics,38.227721094936655,38.227721094936655
DC26,POP_DENSITY,Demographics,31.390833330760838,31.390833330760838
DC26,POP_GROWTH_PCT,Demographics,55.93088061039994,55.93088061039994
DC26,PCT_WATER,Infrastructure,35.28331512371637,35.28331512371637
DC26,PCT_SAN,Infrastructure,33.86605424348126,33.86605424348126
DC26,PCT_ELEC,Infrastructure,42.093800597762524,42.093800597762524
DC26,REV_PC,Finance,73.931733659417,73.931733659417
DC26,GRANT_PCT,Finance,13.192875839575922,13.192875839575922
DC26,SURPLUS_PCT,Finance,55.3971378611071,55.3971378611071
DC26,POV_PCT,Poverty,2.1365767752378986,2.1365767752378986
DC26,GINI,Poverty,44.34546316457248,44.34546316457248
DC26,HIV_PCT,Health,71.50165655217461,71.50165655217461
DC26,MORT_CHILD,Health,49.77337048934614,49.77337048934614
DC26,MURDER,Safety,43.412501570795854,43.412501570795854
DC26,CRIME,Safety,28.79101062393849,28.79101062393849
DC26,AUDIT_CLEAN,Governance,40.62094400977109,40.62094400977109
DC26,UNAUTH_PCT,Governance,34.958743691932874,34.958743691932874
DC27,POP_2022,Demographics,19.280467841372893,19.280467841372893
DC27,POP_DENSITY,Demographics,29.202487690502604,29.202487690502604
DC27,POP_GROWTH_PCT,Demographics,38.96762321252879,38.96762321252879
DC27,PCT_WATER,Infrastructure,19.655658629387194,19.655658629387194
DC27,PCT_SAN,Infrastructure,18.874363586306316,18.874363586306316
DC27,PCT_ELEC,Infrastructure,7.795131248156512,7.795131248156512
DC27,REV_PC,Finance,42.81450052177792,42.81450052177792
DC27,GRANT_PCT,Finance,45.90646523934121,45.90646523934121
DC27,SURPLUS_PCT,Finance,39.63320888473035,39.63320888473035
DC27,POV_PCT,Poverty,54.30340985457332,54.30340985457332
DC27,GINI,Poverty,36.757352741614554,36.757352741614554
DC27,HIV_PCT,Health,42.840218747315134,42.840218747315134
DC27,MORT_CHILD,Health,41.07674851275126,41.07674851275126
DC27,MURDER,Safety,33.16919961163584,33.16919961163584
DC27,CRIME,Safety,24.383563437407055,24.383563437407055
DC27,AUDIT_CLEAN,Governance,79.28305231583822,79.28305231583822
DC27,UNAUTH_PCT,Governance,25.960980402929827,25.960980402929827
DC28,POP_2022,Demographics,11.682445777591273,11.682445777591273
DC28,POP_DENSITY,Demographics,33.68019646900214,33.68019646900214
DC28,POP_GROWTH_PCT,Demographics,30.037088305900102,30.037088305900102
DC28,PCT_WATER,Infrastructure,3.0958309522065477,3.0958309522065477
DC28,PCT_SAN,Infrastructure,47.45356509127477,47.45356509127477
DC28,PCT_ELEC,Infrastructure,23.116108492983333,23.116108492983333
DC28,REV_PC,Finance,2.7813780956855894,2.7813780956855894
DC28,GRANT_PCT,Finance,48.77568228707748,48.77568228707748
DC28,SURPLUS_PCT,Finance,37.51351143192308,37.51351143192308
DC28,POV_PCT,Poverty,0.29083983895828425,0.29083983895828425
DC28,GINI,Poverty,60.543656805154484,60.543656805154484
DC28,HIV_PCT,Health,38.17594736732386,38.17594736732386
DC28,MORT_CHILD,Health,24.79607768749908,24.79607768749908
DC28,MURDER,Safety,56.80437611243559,56.80437611243559
DC28,CRIME,Safety,28.185955676592812,28.185955676592812
DC28,AUDIT_CLEAN,Governance,24.43833849791936,24.43833849791936
DC28,UNAUTH_PCT,Governance,11.79399767956022,11.79399767956022
DC29,POP_2022,Demographics,51.63700878614157,51.63700878614157
DC29,POP_DENSITY,Demographics,49.5320593464796,49.5320593464796
DC29,POP_GROWTH_PCT,Demographics,40.29360279779423,40.29360279779423
DC29,PCT_WATER,Infrastructure,24.20027292264794,24.20027292264794
DC29,PCT_SAN,Infrastructure,42.59859708332148,42.59859708332148
DC29,PCT_ELEC,Infrastructure,38.604024284757244,38.604024284757244
DC29,REV_PC,Finance,13.33051362531598,13.33051362531598
DC29,GRANT_PCT,Finance,10.563752973516287,10.563752973516287
DC29,SURPLUS_PCT,Finance,51.30306757619539,51.30306757619539
DC29,POV_PCT,Poverty,12.037766301033777,12.037766301033777
DC29,GINI,Poverty,44.1082105392252,44.1082105392252
DC29,HIV_PCT,Health,30.43833884492351,30.43833884492351
DC29,MORT_CHILD,Health,66.1649321375982,66.1649321375982
DC29,MURDER,Safety,30.130635816922485,30.130635816922485
DC29,CRIME,Safety,53.18968428503792,53.18968428503792
DC29,AUDIT_CLEAN,Governance,32.06172317524417,32.06172317524417
DC29,UNAUTH_PCT,Governance,42.27496306972287,42.27496306972287
DC43,POP_2022,Demographics,64.73673061840103,64.73673061840103
DC43,POP_DENSITY,Demographics,40.7488856735084,40.7488856735084
DC43,POP_GROWTH_PCT,Demographics,69.93109768996808,69.93109768996808
DC43,PCT_WATER,Infrastructure,30.126042457870337,30.126042457870337
DC43,PCT_SAN,Infrastructure,55.89185685116758,55.89185685116758
DC43,PCT_ELEC,Infrastructure,68.45279445575706,68.45279445575706
DC43,REV_PC,Finance,63.2007498358067,63.2007498358067
DC43,GRANT_PCT,Finance,88.3288975347082,88.3288975347082
DC43,SURPLUS_PCT,Finance,34.73121365378679,34.73121365378679
DC43,POV_PCT,Poverty,22.41701497302824,22.41701497302824
DC43,GINI,Poverty,30.11329783009761,30.11329783009761
DC43,HIV_PCT,Health,63.20885133096874,63.20885133096874
DC43,MORT_CHILD,Health,59.95845868538757,59.95845868538757
DC43,MURDER,Safety,52.04513319294831,52.04513319294831
DC43,CRIME,Safety,27.5408590178574,27.5408590178574
DC43,AUDIT_CLEAN,Governance,65.33734586658122,65.33734586658122
DC43,UNAUTH_PCT,Governance,25.50590444698919,25.50590444698919
ETH,POP_2022,Demographics,53.178991647538,53.178991647538
ETH,POP_DENSITY,Demographics,87.1487684627973,87.1487684627973
ETH,POP_GROWTH_PCT,Demographics,37.32902293143101,37.32902293143101
ETH,PCT_WATER,Infrastructure,41.66216271315486,41.66216271315486
ETH,PCT_SAN,Infrastructure,20.14280462208881,20.14280462208881
ETH,PCT_ELEC,Infrastructure,6.204266421736328,6.204266421736328
ETH,REV_PC,Finance,17.945612739395553,17.945612739395553
ETH,GRANT_PCT,Finance,8.142095178025013,8.142095178025013
ETH,SURPLUS_PCT,Finance,1.0599084716996856,1.0599084716996856
ETH,POV_PCT,Poverty,64.44719883991299,64.44719883991299
ETH,GINI,Poverty,35.45725036051546,35.45725036051546
ETH,HIV_PCT,Health,37.593751612279675,37.593751612279675
ETH,MORT_CHILD,Health,23.819552696075007,23.819552696075007
ETH,MURDER,Safety,26.542578351131272,26.542578351131272
ETH,CRIME,Safety,49.291013644786666,49.291013644786666
ETH,AUDIT_CLEAN,Governance,29.35325762609569,29.35325762609569
ETH,UNAUTH_PCT,Governance,40.61387876049466,40.61387876049466
KZN212,POP_2022,Demographics,31.079914043099684,31.079914043099684
KZN212,POP_DENSITY,Demographics,28.156942185359057,28.156942185359057
KZN212,POP_GROWTH_PCT,Demographics,6.861716687962762,6.861716687962762
KZN212,PCT_WATER,Infrastructure,4.55498124734256,4.55498124734256
KZN212,PCT_SAN,Infrastructure,29.768761978671964,29.768761978671964
KZN212,PCT_ELEC,Infrastructure,36.129933839864655,36.129933839864655
KZN212,REV_PC,Finance,9.277399265824183,9.277399265824183
KZN212,GRANT_PCT,Finance,34.31050269930734,34.31050269930734
KZN212,SURPLUS_PCT,Finance,36.07505125981004,36.07505125981004
KZN212,POV_PCT,Poverty,8.120160121187581,8.120160121187581
KZN212,GINI,Poverty,16.697506810409976,16.697506810409976
KZN212,HIV_PCT,Health,43.14527787470937,43.14527787470937
KZN212,MORT_CHILD,Health,42.74117458791488,42.74117458791488
KZN212,MURDER,Safety,11.92650167200479,11.92650167200479
KZN212,CRIME,Safety,38.168961009994696,38.168961009994696
KZN212,AUDIT_CLEAN,Governance,55.44814450720944,55.44814450720944
KZN212,UNAUTH_PCT,Governance,50.54145917981796,50.54145917981796
KZN213,POP_2022,Demographics,33.094284259721306,33.094284259721306
KZN213,POP_DENSITY,Demographics,25.640473733514153,25.640473733514153
KZN213,POP_GROWTH_PCT,Demographics,22.41311031330991,22.41311031330991
KZN213,PCT_WATER,Infrastructure,44.356395658193144,44.356395658193144
KZN213,PCT_SAN,Infrastructure,38.90207946285776,38.90207946285776
KZN213,PCT_ELEC,Infrastructure,47.588080122044005,47.588080122044005
KZN213,REV_PC,Finance,37.63747626242304,37.63747626242304
KZN213,GRANT_PCT,Finance,51.37527900694884,51.37527900694884
KZN213,SURPLUS_PCT,Finance,36.891850659154,36.891850659154
KZN213,POV_PCT,Poverty,50.69377432263373,50.69377432263373
KZN213,GINI,Poverty,52.416455407332776,52.416455407332776
KZN213,HIV_PCT,Health,18.90946739550373,18.90946739550373
KZN213,MORT_CHILD,Health,1.1628809374149185,1.1628809374149185
KZN213,MURDER,Safety,65.86985712029107,65.86985712029107
KZN213,CRIME,Safety,40.133174614245235,40.133174614245235
KZN213,AUDIT_CLEAN,Governance,0.7102820900775697,0.7102820900775697
KZN213,UNAUTH_PCT,Governance,20.723610055625777,20.723610055625777
KZN214,POP_2022,Demographics,75.43748584739657,75.43748584739657
KZN214,POP_DENSITY,Demographics,54.40646337734214,54.40646337734214
KZN214,POP_GROWTH_PCT,Demographics,49.758771613617455,49.758771613617455
KZN214,PCT_WATER,Infrastructure,88.01763720625934,88.01763720625934
KZN214,PCT_SAN,Infrastructure,39.05425707232379,39.05425707232379
KZN214,PCT_ELEC,Infrastructure,44.03693284490332,44.03693284490332
KZN214,REV_PC,Finance,64.22772950096535,64.22772950096535
KZN214,GRANT_PCT,Finance,67.80909864107764,67.80909864107764
KZN214,SURPLUS_PCT,Finance,69.92686068681463,69.92686068681463
KZN214,POV_PCT,Poverty,78.22476089137893,78.22476089137893
KZN214,GINI,Poverty,63.97157241363034,63.97157241363034
KZN214,HIV_PCT,Health,69.78767877876818,69.78767877876818
KZN214,MORT_CHILD,Health,54.81581481369834,54.81581481369834
KZN214,MURDER,Safety,61.253966064734286,61.253966064734286
KZN214,CRIME,Safety,62.150683601072686,62.150683601072686
KZN214,AUDIT_CLEAN,Governance,64.30196271638073,64.30196271638073
KZN214,UNAUTH_PCT,Governance,75.45079615165521,75.45079615165521
KZN216,POP_2022,Demographics,56.102913638896624,56.102913638896624
KZN216,POP_DENSITY,Demographics,45.88434005800366,45.88434005800366
KZN216,POP_GROWTH_PCT,Demographics,28.817480301179202,28.817480301179202
KZN216,PCT_WATER,Infrastructure,46.353425161254194,46.353425161254194
KZN216,PCT_SAN,Infrastructure,44.43964430208512,44.43964430208512
KZN216,PCT_ELEC,Infrastructure,48.863631596263964,48.863631596263964
KZN216,REV_PC,Finance,89.13050614280804,89.13050614280804
KZN216,GRANT_PCT,Finance,34.52454442917529,34.52454442917529
KZN216,SURPLUS_PCT,Finance,53.445780382507195,53.445780382507195
KZN216,POV_PCT,Poverty,66.36924134488596,66.36924134488596
KZN216,GINI,Poverty,46.96003828198766,46.96003828198766
KZN216,HIV_PCT,Health,91.7569023834433,91.7569023834433
KZN216,MORT_CHILD,Health,37.439214165370466,37.439214165370466
KZN216,MURDER,Safety,51.481784446400944,51.481784446400944
KZN216,CRIME,Safety,29.023885102140362,29.023885102140362
KZN216,AUDIT_CLEAN,Governance,37.969505297134134,37.969505297134134
KZN216,UNAUTH_PCT,Governance,49.97867820793316,49.97867820793316
KZN221,POP_2022,Demographics,46.926081246154595,46.926081246154595
KZN221,POP_DENSITY,Demographics,36.381896680471485,36.381896680471485
KZN221,POP_GROWTH_PCT,Demographics,55.18229698669472,55.18229698669472
KZN221,PCT_WATER,Infrastructure,28.100693788146565,28.100693788146565
KZN221,PCT_SAN,Infrastructure,23.35662940321989,23.35662940321989
KZN221,PCT_ELEC,Infrastructure,84.07970214558773,84.07970214558773
KZN221,REV_PC,Finance,37.88475298884062,37.88475298884062
KZN221,GRANT_PCT,Finance,15.610369080429047,15.610369080429047
KZN221,SURPLUS_PCT,Finance,16.114724755038623,16.114724755038623
KZN221,POV_PCT,Poverty,11.14640170937319,11.14640170937319
KZN221,GINI,Poverty,48.73138711713575,48.73138711713575
KZN221,HIV_PCT,Health,22.712454142135165,22.712454142135165
KZN221,MORT_CHILD,Health,32.547249513129714,32.547249513129714
KZN221,MURDER,Safety,28.729826511234627,28.729826511234627
KZN221,CRIME,Safety,44.62984815881869,44.62984815881869
KZN221,AUDIT_CLEAN,Governance,13.065118142319598,13.065118142319598
KZN221,UNAUTH_PCT,Governance,8.488554277139691,8.488554277139691
KZN222,POP_2022,Demographics,34.485946143631885,34.485946143631885
KZN222,POP_DENSITY,Demographics,42.01918569399794,42.01918569399794
KZN222,POP_GROWTH_PCT,Demographics,36.650646261952815,36.650646261952815
KZN222,PCT_WATER,Infrastructure,13.810925418053447,13.810925418053447
KZN222,PCT_SAN,Infrastructure,43.549696841827874,43.549696841827874
KZN222,PCT_ELEC,Infrastructure,15.122781458087315,15.122781458087315
KZN222,REV_PC,Finance,19.569227104272333,19.569227104272333
KZN222,GRANT_PCT,Finance,11.120929505559957,11.120929505559957
KZN222,SURPLUS_PCT,Finance,56.02316697304062,56.02316697304062
KZN222,POV_PCT,Poverty,42.66843082054699,42.66843082054699
KZN222,GINI,Poverty,42.099867513577465,42.099867513577465
KZN222,HIV_PCT,Health,54.94422842284901,54.94422842284901
KZN222,MORT_CHILD,Health,86.25298496477447,86.25298496477447
KZN222,MURDER,Safety,4.184522078203109,4.184522078203109
KZN222,CRIME,Safety,15.232468382457839,15.232468382457839
KZN222,AUDIT_CLEAN,Governance,17.676498316509523,17.676498316509523
KZN222,UNAUTH_PCT,Governance,12.983607552346143,12.983607552346143
KZN223,POP_2022,Demographics,18.44833504792575,18.44833504792575
KZN223,POP_DENSITY,Demographics,34.006938718892684,34.006938718892684
KZN223,POP_GROWTH_PCT,Demographics,15.667925694211903,15.667925694211903
KZN223,PCT_WATER,Infrastructure,46.70084735074826,46.70084735074826
KZN223,PCT_SAN,Infrastructure,41.03396642857229,41.03396642857229
KZN223,PCT_ELEC,Infrastructure,49.620573295273104,49.620573295273104
KZN223,REV_PC,Finance,50.15456903276505,50.15456903276505
KZN223,GRANT_PCT,Finance,52.06013706853353,52.06013706853353
KZN223,SURPLUS_PCT,Finance,32.53182126352235,32.53182126352235
KZN223,POV_PCT,Poverty,82.42286805267335,82.42286805267335
KZN223,GINI,Poverty,44.68862232964196,44.68862232964196
KZN223,HIV_PCT,Health,2.750304947504098,2.750304947504098
KZN223,MORT_CHILD,Health,19.95248508467565,19.95248508467565
KZN223,MURDER,Safety,5.1899402194436846,5.1899402194436846
KZN223,CRIME,Safety,40.34669258302615,40.34669258302615
KZN223,AUDIT_CLEAN,Governance,37.56389551893333,37.56389551893333
KZN223,UNAUTH_PCT,Governance,30.63148604201084,30.63148604201084
KZN224,POP_2022,Demographics,70.21852224801029,70.21852224801029
KZN224,POP_DENSITY,Demographics,40.97965748153822,40.97965748153822
KZN224,POP_GROWTH_PCT,Demographics,44.52196722892669,44.52196722892669
KZN224,PCT_WATER,Infrastructure,11.378530241157936,11.378530241157936
KZN224,PCT_SAN,Infrastructure,10.017102173379755,10.017102173379755
KZN224,PCT_ELEC,Infrastructure,30.736109981939094,30.736109981939094
KZN224,REV_PC,Finance,33.46014279304452,33.46014279304452
KZN224,GRANT_PCT,Finance,7.126231342289138,7.126231342289138
KZN224,SURPLUS_PCT,Finance,26.39385954300932,26.39385954300932
KZN224,POV_PCT,Poverty,30.281441657470097,30.281441657470097
KZN224,GINI,Poverty,25.69701668457742,25.69701668457742
KZN224,HIV_PCT,Health,13.732191753066473,13.732191753066473
KZN224,MORT_CHILD,Health,19.2092963615772,19.2092963615772
KZN224,MURDER,Safety,26.46281612854408,26.46281612854408
KZN224,CRIME,Safety,31.816000472200955,31.816000472200955
KZN224,AUDIT_CLEAN,Governance,42.09583165101136,42.09583165101136
KZN224,UNAUTH_PCT,Governance,51.617124099017424,51.617124099017424
KZN225,POP_2022,Demographics,24.113045529455004,24.113045529455004
KZN225,POP_DENSITY,Demographics,20.87687607769284,20.87687607769284
KZN225,POP_GROWTH_PCT,Demographics,38.753113470686124,38.753113470686124
KZN225,PCT_WATER,Infrastructure,42.216898328217084,42.216898328217084
KZN225,PCT_SAN,Infrastructure,21.31599133482229,21.31599133482229
KZN225,PCT_ELEC,Infrastructure,45.80786953932345,45.80786953932345
KZN225,REV_PC,Finance,49.591706823119466,49.591706823119466
KZN225,GRANT_PCT,Finance,55.833729313173464,55.833729313173464
KZN225,SURPLUS_PCT,Finance,65.56641813439646,65.56641813439646
KZN225,POV_PCT,Poverty,12.671677226811223,12.671677226811223
KZN225,GINI,Poverty,30.277964186650223,30.277964186650223
KZN225,HIV_PCT,Health,30.225553932373202,30.225553932373202
KZN225,MORT_CHILD,Health,28.038528629349848,28.038528629349848
KZN225,MURDER,Safety,17.014741607797276,17.014741607797276
KZN225,CRIME,Safety,0.2887599353785717,0.2887599353785717
KZN225,AUDIT_CLEAN,Governance,31.853588920580076,31.853588920580076
KZN225,UNAUTH_PCT,Governance,14.63288680904175,14.63288680904175
KZN226,POP_2022,Demographics,46.7198696149525,46.7198696149525
KZN226,POP_DENSITY,Demographics,29.119129166022933,29.119129166022933
